1	1	1	1.375	3100
2	1	1	2.471	3100
3	1	1	2.297	3100
4	1	1	0.803	3100
5	1	1	1.589	3100
6	1	1	2.794	3100
7	1	1	2.458	3100
8	1	1	1.064	3100
9	1	1	1.278	3100
10	1	1	3.573	3100
11	1	1	1.684	3100
12	1	1	0.849	3100
13	1	1	0.484	3100
14	1	1	1.579	3100
15	1	1	2.437	3100
16	1	1	2.183	3100
17	1	1	1.379	3100
18	1	1	1.584	3100
19	1	1	2.753	3100
20	1	1	1.637	3100
21	1	1	2.541	3100
22	1	1	1.622	3100
23	1	1	2.339	3100
24	1	1	2.612	3100
25	1	1	1.043	3100
26	1	1	2.665	3100
27	1	1	1.069	3100
28	1	1	1.977	3100
29	1	1	1.63	3100
30	1	1	0.981	3100
31	1	1	2.697	3100
32	1	1	3.874	3100
33	1	1	1.944	3100
34	1	1	1.041	3100
35	1	1	2.806	3100
36	1	1	2.357	3100
37	1	1	1.228	3100
38	1	1	2.049	3100
39	1	1	2.66	3100
40	1	1	1.511	3100
41	1	1	2.294	3100
42	1	1	1.998	3100
43	1	1	1.793	3100
44	1	1	2.186	3100
45	1	1	1.998	3100
46	1	1	1.834	3100
47	1	1	1.766	3100
48	1	1	2.046	3100
49	1	1	1.861	3100
50	1	1	1.76	3100
51	1	1	1.925	3100
52	1	1	2.073	3100
53	1	1	1.592	3100
54	1	1	1.487	3100
55	1	1	0.555	3100
56	1	1	2.151	3100
57	1	1	3.514	3100
58	1	1	1.966	3100
59	1	1	0.987	3100
60	1	1	1.956	3100
61	1	1	2.953	3100
62	1	1	2.181	3100
63	1	1	0.686	3100
64	1	1	1.804	3100
65	1	1	1.743	3100
66	1	1	2.17	3100
67	1	1	2.8	3100
68	1	1	6.108	3100
69	1	1	0.71	3100
70	1	1	0.747	3100
71	1	1	2.871	3100
72	1	1	2.083	3100
73	1	1	0.739	3100
74	1	1	1.829	3100
75	1	1	2.337	3100
76	1	1	1.499	3100
77	1	1	1.549	3100
78	1	1	4.252	3100
79	1	1	1.699	3100
80	1	1	2.4	3100
81	1	1	2.21	3100
