            5		            6		            1		 1.258587e-02		 7.157502e-03		 3.165000e+00		 3.165000e+00
            3		            5		            1		 8.706489e-03		 1.258587e-02		 3.165000e+00		 3.165000e+00
            4		            5		            1		 2.491188e-02		 1.258587e-02		 3.165000e+00		 3.165000e+00
            3		            6		            1		 8.706489e-03		 7.157502e-03		 3.165000e+00		 3.165000e+00
            4		            6		            1		 2.491188e-02		 7.157502e-03		 3.165000e+00		 3.165000e+00
            3		            4		            1		 8.706489e-03		 2.491188e-02		 3.165000e+00		 3.165000e+00
            9		           10		            1		 1.565282e-02		 5.598234e-03		 3.165000e+00		 3.165000e+00
            7		            9		            1		 8.136329e-03		 1.565282e-02		 3.165000e+00		 3.165000e+00
            8		            9		            1		 1.879296e-02		 1.565282e-02		 3.165000e+00		 3.165000e+00
            7		           10		            1		 8.136329e-03		 5.598234e-03		 3.165000e+00		 3.165000e+00
            8		           10		            1		 1.879296e-02		 5.598234e-03		 3.165000e+00		 3.165000e+00
            7		            8		            1		 8.136329e-03		 1.879296e-02		 3.165000e+00		 3.165000e+00
           18		           19		            1		 1.262523e-02		 7.265997e-03		 3.165000e+00		 3.165000e+00
           14		           18		            1		 1.266863e-02		 1.262523e-02		 3.165000e+00		 3.165000e+00
           15		           18		            1		 8.205375e-03		 1.262523e-02		 3.165000e+00		 3.165000e+00
           14		           19		            1		 1.266863e-02		 7.265997e-03		 3.165000e+00		 3.165000e+00
           15		           19		            1		 8.205375e-03		 7.265997e-03		 3.165000e+00		 3.165000e+00
           14		           15		            1		 1.266863e-02		 8.205375e-03		 3.165000e+00		 3.165000e+00
           23		           24		            1		 8.550884e-03		 7.657826e-03		 3.165000e+00		 3.165000e+00
           20		           23		            1		 1.221491e-02		 8.550884e-03		 3.165000e+00		 3.165000e+00
           21		           23		            1		 7.871925e-03		 8.550884e-03		 3.165000e+00		 3.165000e+00
           20		           24		            1		 1.221491e-02		 7.657826e-03		 3.165000e+00		 3.165000e+00
           21		           24		            1		 7.871925e-03		 7.657826e-03		 3.165000e+00		 3.165000e+00
           20		           21		            1		 1.221491e-02		 7.871925e-03		 3.165000e+00		 3.165000e+00
           31		           32		            1		 7.416130e-03		 5.162939e-03		 3.165000e+00		 3.165000e+00
           26		           31		            1		 7.503846e-03		 7.416130e-03		 3.165000e+00		 3.165000e+00
           27		           31		            1		 1.871297e-02		 7.416130e-03		 3.165000e+00		 3.165000e+00
           26		           32		            1		 7.503846e-03		 5.162939e-03		 3.165000e+00		 3.165000e+00
           27		           32		            1		 1.871297e-02		 5.162939e-03		 3.165000e+00		 3.165000e+00
           26		           27		            1		 7.503846e-03		 1.871297e-02		 3.165000e+00		 3.165000e+00
           34		           35		            1		 1.920597e-02		 7.126706e-03		 3.165000e+00		 3.165000e+00
           10		           34		            1		 5.598234e-03		 1.920597e-02		 3.165000e+00		 3.165000e+00
           11		           34		            1		 1.187946e-02		 1.920597e-02		 3.165000e+00		 3.165000e+00
           10		           35		            1		 5.598234e-03		 7.126706e-03		 3.165000e+00		 3.165000e+00
           11		           35		            1		 1.187946e-02		 7.126706e-03		 3.165000e+00		 3.165000e+00
           10		           11		            1		 5.598234e-03		 1.187946e-02		 3.165000e+00		 3.165000e+00
           39		           40		            1		 7.519934e-03		 1.323652e-02		 3.165000e+00		 3.165000e+00
           32		           39		            1		 5.162939e-03		 7.519934e-03		 3.165000e+00		 3.165000e+00
           33		           39		            1		 1.028750e-02		 7.519934e-03		 3.165000e+00		 3.165000e+00
           32		           40		            1		 5.162939e-03		 1.323652e-02		 3.165000e+00		 3.165000e+00
           33		           40		            1		 1.028750e-02		 1.323652e-02		 3.165000e+00		 3.165000e+00
           32		           33		            1		 5.162939e-03		 1.028750e-02		 3.165000e+00		 3.165000e+00
           45		           46		            1		 1.001135e-02		 1.090685e-02		 3.165000e+00		 3.165000e+00
           36		           45		            1		 8.484357e-03		 1.001135e-02		 3.165000e+00		 3.165000e+00
           37		           45		            1		 1.628576e-02		 1.001135e-02		 3.165000e+00		 3.165000e+00
           36		           46		            1		 8.484357e-03		 1.090685e-02		 3.165000e+00		 3.165000e+00
           37		           46		            1		 1.628576e-02		 1.090685e-02		 3.165000e+00		 3.165000e+00
           36		           37		            1		 8.484357e-03		 1.628576e-02		 3.165000e+00		 3.165000e+00
           43		           44		            1		 1.115499e-02		 9.149602e-03		 3.165000e+00		 3.165000e+00
           38		           43		            1		 9.758527e-03		 1.115499e-02		 3.165000e+00		 3.165000e+00
           39		           43		            1		 7.519934e-03		 1.115499e-02		 3.165000e+00		 3.165000e+00
           38		           44		            1		 9.758527e-03		 9.149602e-03		 3.165000e+00		 3.165000e+00
           39		           44		            1		 7.519934e-03		 9.149602e-03		 3.165000e+00		 3.165000e+00
           38		           39		            1		 9.758527e-03		 7.519934e-03		 3.165000e+00		 3.165000e+00
           47		           48		            1		 1.132333e-02		 9.777336e-03		 3.165000e+00		 3.165000e+00
            1		           47		            1		 1.454028e-02		 1.132333e-02		 3.165000e+00		 3.165000e+00
            2		           47		            1		 8.094657e-03		 1.132333e-02		 3.165000e+00		 3.165000e+00
            1		           48		            1		 1.454028e-02		 9.777336e-03		 3.165000e+00		 3.165000e+00
            2		           48		            1		 8.094657e-03		 9.777336e-03		 3.165000e+00		 3.165000e+00
            1		            2		            1		 1.454028e-02		 8.094657e-03		 3.165000e+00		 3.165000e+00
           49		           50		            1		 1.074826e-02		 1.136070e-02		 3.165000e+00		 3.165000e+00
           16		           49		            1		 9.160351e-03		 1.074826e-02		 3.165000e+00		 3.165000e+00
           17		           49		            1		 1.450252e-02		 1.074826e-02		 3.165000e+00		 3.165000e+00
           16		           50		            1		 9.160351e-03		 1.136070e-02		 3.165000e+00		 3.165000e+00
           17		           50		            1		 1.450252e-02		 1.136070e-02		 3.165000e+00		 3.165000e+00
           16		           17		            1		 9.160351e-03		 1.450252e-02		 3.165000e+00		 3.165000e+00
           51		           52		            1		 1.039159e-02		 9.647068e-03		 3.165000e+00		 3.165000e+00
           22		           51		            1		 1.232673e-02		 1.039159e-02		 3.165000e+00		 3.165000e+00
           23		           51		            1		 8.550884e-03		 1.039159e-02		 3.165000e+00		 3.165000e+00
           22		           52		            1		 1.232673e-02		 9.647068e-03		 3.165000e+00		 3.165000e+00
           23		           52		            1		 8.550884e-03		 9.647068e-03		 3.165000e+00		 3.165000e+00
           22		           23		            1		 1.232673e-02		 8.550884e-03		 3.165000e+00		 3.165000e+00
           57		           58		            1		 5.690787e-03		 1.017104e-02		 3.165000e+00		 3.165000e+00
           29		           57		            1		 1.227325e-02		 5.690787e-03		 3.165000e+00		 3.165000e+00
           30		           57		            1		 2.038411e-02		 5.690787e-03		 3.165000e+00		 3.165000e+00
           29		           58		            1		 1.227325e-02		 1.017104e-02		 3.165000e+00		 3.165000e+00
           30		           58		            1		 2.038411e-02		 1.017104e-02		 3.165000e+00		 3.165000e+00
           29		           30		            1		 1.227325e-02		 2.038411e-02		 3.165000e+00		 3.165000e+00
           60		           61		            1		 1.022613e-02		 6.771949e-03		 3.165000e+00		 3.165000e+00
           15		           60		            1		 8.205375e-03		 1.022613e-02		 3.165000e+00		 3.165000e+00
           16		           60		            1		 9.160351e-03		 1.022613e-02		 3.165000e+00		 3.165000e+00
           15		           61		            1		 8.205375e-03		 6.771949e-03		 3.165000e+00		 3.165000e+00
           16		           61		            1		 9.160351e-03		 6.771949e-03		 3.165000e+00		 3.165000e+00
           15		           16		            1		 8.205375e-03		 9.160351e-03		 3.165000e+00		 3.165000e+00
           65		           66		            1		 1.147206e-02		 9.218061e-03		 3.165000e+00		 3.165000e+00
           41		           65		            1		 8.719496e-03		 1.147206e-02		 3.165000e+00		 3.165000e+00
           42		           65		            1		 1.000936e-02		 1.147206e-02		 3.165000e+00		 3.165000e+00
           41		           66		            1		 8.719496e-03		 9.218061e-03		 3.165000e+00		 3.165000e+00
           42		           66		            1		 1.000936e-02		 9.218061e-03		 3.165000e+00		 3.165000e+00
           41		           42		            1		 8.719496e-03		 1.000936e-02		 3.165000e+00		 3.165000e+00
           68		           69		            1		 3.274623e-03		 2.816779e-02		 3.165000e+00		 3.165000e+00
           56		           68		            1		 9.296490e-03		 3.274623e-03		 3.165000e+00		 3.165000e+00
           57		           68		            1		 5.690787e-03		 3.274623e-03		 3.165000e+00		 3.165000e+00
           56		           69		            1		 9.296490e-03		 2.816779e-02		 3.165000e+00		 3.165000e+00
           57		           69		            1		 5.690787e-03		 2.816779e-02		 3.165000e+00		 3.165000e+00
           56		           57		            1		 9.296490e-03		 5.690787e-03		 3.165000e+00		 3.165000e+00
           67		           68		            1		 7.142634e-03		 3.274623e-03		 3.165000e+00		 3.165000e+00
           61		           67		            1		 6.771949e-03		 7.142634e-03		 3.165000e+00		 3.165000e+00
           62		           67		            1		 9.168707e-03		 7.142634e-03		 3.165000e+00		 3.165000e+00
           61		           68		            1		 6.771949e-03		 3.274623e-03		 3.165000e+00		 3.165000e+00
           62		           68		            1		 9.168707e-03		 3.274623e-03		 3.165000e+00		 3.165000e+00
           61		           62		            1		 6.771949e-03		 9.168707e-03		 3.165000e+00		 3.165000e+00
           70		           71		            1		 2.679014e-02		 6.965435e-03		 3.165000e+00		 3.165000e+00
           24		           70		            1		 7.657826e-03		 2.679014e-02		 3.165000e+00		 3.165000e+00
           25		           70		            1		 1.918216e-02		 2.679014e-02		 3.165000e+00		 3.165000e+00
           24		           71		            1		 7.657826e-03		 6.965435e-03		 3.165000e+00		 3.165000e+00
           25		           71		            1		 1.918216e-02		 6.965435e-03		 3.165000e+00		 3.165000e+00
           24		           25		            1		 7.657826e-03		 1.918216e-02		 3.165000e+00		 3.165000e+00
           74		           75		            1		 1.093633e-02		 8.558232e-03		 3.165000e+00		 3.165000e+00
            6		           74		            1		 7.157502e-03		 1.093633e-02		 3.165000e+00		 3.165000e+00
            7		           74		            1		 8.136329e-03		 1.093633e-02		 3.165000e+00		 3.165000e+00
            6		           75		            1		 7.157502e-03		 8.558232e-03		 3.165000e+00		 3.165000e+00
            7		           75		            1		 8.136329e-03		 8.558232e-03		 3.165000e+00		 3.165000e+00
            6		            7		            1		 7.157502e-03		 8.136329e-03		 3.165000e+00		 3.165000e+00
           78		           79		            1		 4.703684e-03		 1.177358e-02		 3.165000e+00		 3.165000e+00
           27		           78		            1		 1.871297e-02		 4.703684e-03		 3.165000e+00		 3.165000e+00
           28		           78		            1		 1.011703e-02		 4.703684e-03		 3.165000e+00		 3.165000e+00
           27		           79		            1		 1.871297e-02		 1.177358e-02		 3.165000e+00		 3.165000e+00
           28		           79		            1		 1.011703e-02		 1.177358e-02		 3.165000e+00		 3.165000e+00
           27		           28		            1		 1.871297e-02		 1.011703e-02		 3.165000e+00		 3.165000e+00
           77		           78		            1		 1.290909e-02		 4.703684e-03		 3.165000e+00		 3.165000e+00
           53		           77		            1		 1.256317e-02		 1.290909e-02		 3.165000e+00		 3.165000e+00
           54		           77		            1		 1.344678e-02		 1.290909e-02		 3.165000e+00		 3.165000e+00
           53		           78		            1		 1.256317e-02		 4.703684e-03		 3.165000e+00		 3.165000e+00
           54		           78		            1		 1.344678e-02		 4.703684e-03		 3.165000e+00		 3.165000e+00
           53		           54		            1		 1.256317e-02		 1.344678e-02		 3.165000e+00		 3.165000e+00
