      1         2     0    3.12885E+02
      1         4     0    2.87778E+02
      2         3     0    3.24393E+02
      2         5     0    2.64690E+02
      3         6     0    2.75131E+02
      4         5     0    3.28444E+02
      4         7     0    2.66681E+02
      5         6     0    3.03446E+02
      5         8     0    2.47897E+02
      6         9     0    2.30545E+02
      7         8     0    2.73762E+02
      8         9     0    2.55905E+02
