      1         2     1    2.00000E+02    2.00000E+02    3.79800E-01    3.79800E-01
      2         3     0    2.00000E+02    2.00000E+02    3.79800E-01    3.79800E-01
      3         4     0    2.00000E+02    2.00000E+02    3.79800E-01    3.79800E-01
      4         5     0    2.00000E+02    2.00000E+02    3.79800E-01    3.79800E-01
      5         6     0    2.00000E+02    2.00000E+02    3.79800E-01    3.79800E-01
